,1,2,3,4,5,6,7,8,9,10,11,12
Glycosyldiacylglycerols.4,-1.245375126,-1.860713652,-0.245104643,0.188497236,-0.058611737,1.021995668,0.976744712,1.05037185,-0.825849836,-0.068625987,1.408071356,-0.341399842
Ceramides.11,-1.38333108,-0.357956878,0.450657574,-0.149010164,-0.19268664,0.641193471,-0.150950651,1.610231813,-1.349543508,0.23789967,1.660435648,-1.016939254
Methoxyphenols.1,0.148369694,0.047055498,0.398486722,1.341567145,0.888751686,0.4017105,1.005635288,-2.424072008,-0.073777416,-0.666152666,-0.816134302,-0.251440141
Fatty acyl glycosides of mono- and disaccharides.1,-1.175891709,-0.568564041,-1.620151243,0.280359959,-0.876966591,0.720734435,1.381024263,1.278563468,0.354674945,-0.376221345,-0.508484189,1.110922046
Monomethylphosphatidylethanolamines.1,-1.657674189,-1.209785921,-1.257256835,0.762154234,0.84025118,1.159825674,1.248768618,-0.348070686,-0.636107508,0.127867761,0.528065024,0.441962649
Lysophosphatidylglycerols.1,-0.537507627,-0.9438717,1.123890962,-0.621702428,-0.884453439,-0.751697047,-0.342479141,-0.472519936,-0.468760235,1.033662554,2.170659248,0.694778789
Monomethylphosphatidylethanolamines.2,2.256698211,1.447377001,0.269309565,-0.408073465,-0.700825833,-0.307116557,-0.78105435,0.317286437,0.06723321,-0.116306114,-1.313015144,-0.73151296
Pyrimidine nucleotide sugars.1,2.052166369,-1.131145639,1.578891728,-0.739915176,0.831905563,-0.340418058,-0.173957919,-0.715514041,-0.371763824,-0.947428956,0.180863818,-0.223683865
Methoxypyrazines,-0.238043668,-0.408796576,0.39915522,-0.291308695,-0.442448398,-0.56018442,-0.647333852,0.12673541,1.081045615,2.446464334,-1.557259788,0.091974819
Resorcinols.1,-1.554614514,-1.482444512,-1.289878701,-0.820746616,0.356121658,1.08945883,0.197418867,0.94710871,0.788636003,0.47887443,0.884809077,0.405256769
Disaccharides,0.269457647,0.264749903,-0.161662831,0.063430086,-0.886693453,-1.51824083,1.404676655,0.855104535,-1.343526739,0.863021045,-1.01504125,1.204725232
Long-chain ceramides.5,-1.454595486,0.285219838,0.214766375,-0.152882441,-1.496804614,0.986657755,0.474313404,1.423025466,0.868647907,-0.575198466,-1.291502466,0.718352727
Phosphosphingolipids.4,2.228986929,0.857852415,1.334140651,-0.000433846,-0.486593223,-0.177967399,-0.912567909,-0.619350113,0.178757179,-0.578113304,-0.912357074,-0.912354305
Stigmastanes and derivatives.5,-0.873102021,-0.317016853,-1.333060052,-0.040792431,-0.774809703,-0.525368094,-0.125668527,-0.935699621,0.67057658,1.636834635,1.177387432,1.440718656
Glycosyldiacylglycerols.5,-1.799900367,-1.417534966,-0.263015589,1.262142518,0.208711781,0.413607855,1.021159315,0.802891745,-0.877394028,-0.608446182,0.986456507,0.27132141
Glycosyldiacylglycerols.6,1.853155157,0.859096946,1.172818191,-1.053478976,-0.224887116,-0.35903858,0.981189218,-0.188887486,-1.193780905,-0.284813868,-0.311975131,-1.24939745
Lineolic acids and derivatives.8,2.641782326,1.421866817,0.116465576,-0.346870235,-0.51527911,-0.505118688,-0.515217899,-0.506818048,-0.474270335,-0.487441596,-0.324571173,-0.504527635
Xanthophylls,1.915248554,1.740089595,0.98847372,-0.289539295,-0.87181847,-1.105772819,-0.059443642,-0.253446796,-0.355389807,-0.730344768,-0.653991239,-0.324065032
Stigmastanes and derivatives.6,-1.026970213,-0.734903483,0.104378258,1.017386586,-1.882608055,0.024323101,0.314144763,-0.839916422,-0.373251494,1.191291764,1.198824285,1.00730091
organic acids,-0.946464949,1.026835873,0.193933653,-1.027314109,-1.053904041,0.374223727,-1.11839882,0.758317288,1.181519732,1.515358847,-1.076234369,0.172127168
C20-gibberellins,0.364117719,-0.594600927,0.883101043,-0.263062113,-0.41773178,1.546569437,-2.292121095,1.069749515,0.441710564,0.199046149,-0.584005676,-0.352772835
Hippuric acids,-1.09514259,1.218084413,-0.156240264,0.62994678,-0.436921425,-1.195094378,-1.334728982,1.640115647,-0.021609632,0.016993455,1.243222371,-0.508625395
Indole-3-acetic acid derivatives,0.703315479,0.842233164,-0.415631009,-1.603703676,-0.494255903,-0.838916259,-0.879171129,1.66424104,1.428545625,-0.450583701,0.419413483,-0.375487112
Cinnamic acid esters,0.134663163,1.276435728,-0.421028097,-0.67537381,-0.239302476,-1.129056403,-1.008734386,2.249365198,-0.758795783,0.751539077,-0.366650313,0.1869381
Hexoses.1,1.992345793,2.151682915,0.057348688,-0.091941509,-0.14680578,-0.620960483,-0.422818695,-0.447889807,-0.439980489,-0.529667789,-0.723720813,-0.77759203
C20-gibberellin 6-carboxylic acids.1,-0.455910109,-0.220369208,-1.849344756,-0.247008952,0.552706451,0.163227354,1.031917319,1.625966408,1.215353421,-1.240423107,-0.429582441,-0.146532379
Alkanes,-0.395058676,1.177665951,-0.677315572,-0.765841247,-0.689705373,0.649397593,-0.917553881,-0.826738172,0.082948899,0.047762284,-0.127591521,2.442029716
Indolines,1.457102113,0.964306171,1.628272902,0.780566543,0.43876346,-0.663834914,-0.281462765,-0.595036826,-0.822273187,-0.741860346,-0.922871933,-1.24167122
Purine ribonucleoside monophosphates.1,-1.056744503,1.324113112,0.962221389,-0.778396437,0.816269625,0.697793488,-1.478384557,1.08515837,0.159806638,0.240002733,-0.82065138,-1.151188477
Cinnamaldehydes.1,0.743750929,1.389961199,2.305167065,-0.176833603,-0.020064578,-0.110115557,-0.335794217,-0.533100485,-0.631254256,-0.691870503,-0.998446877,-0.941399117
Alpha amino acids.1,-1.957806395,-1.797927124,-0.736982854,-0.279619948,0.459773691,0.75761181,0.281594171,0.676053201,1.007999373,0.312711194,0.815376516,0.461216364
Retinoids,-1.402836278,-1.254291574,-0.944895049,-0.720423773,-0.176761814,0.435925323,-0.67856569,1.503902148,1.176096157,0.608928407,1.109886367,0.343035775
Lineolic acids and derivatives.9,-0.938238162,-0.920591298,0.060724651,-0.830936383,-0.570275841,-0.333576728,1.038536438,2.356146072,-0.19551385,1.085925131,-0.451087838,-0.30111219
Phosphoethanolamines.1,-0.417286536,-1.553259734,0.529124556,-0.027748674,-1.439918781,1.936452246,1.421346506,0.243473577,-0.141877255,-0.188969591,0.052434893,-0.413771208
Phytoceramides.11,-0.826547771,-1.1303869,-0.013379974,-0.047742161,-0.675117049,0.666466982,-0.013950789,1.295922022,-1.459153361,0.102455772,0.0237357,2.077697529
Phytoceramides.12,-1.698425091,-0.344206835,0.006353584,-0.769054248,-0.894271475,0.926481474,-0.094816025,0.929265864,-0.916184433,0.078013474,1.093579502,1.68326421
Phosphosphingolipids.5,-0.3273069,-2.057515999,-0.500001414,0.171576391,-0.314155664,1.50927798,0.903931035,1.466529511,-0.14725272,-0.149510248,-0.924808986,0.369237015
Lineolic acids and derivatives.10,-1.157129577,-0.572206248,-1.649836386,-0.05377864,-1.156162943,0.513296189,0.971376982,0.998862272,0.22251091,0.664126961,-0.348081437,1.567021917
Ceramides.12,-1.165443707,-0.375931199,0.843208159,0.966245096,-1.553554846,-0.487033556,-1.51411795,0.935965579,0.959903701,0.492238435,-0.035035682,0.93355597
Lysophosphatidylglycerols.2,-1.371676222,-1.27069913,1.20716623,0.172410091,-0.685113719,-0.47734178,-0.657817372,0.063714427,-0.601649432,1.257008613,1.452680371,0.911317922
Secondary alcohols.2,2.245929137,0.853255296,-0.088058726,-0.34668568,-0.373294273,-1.516185124,-0.831056015,0.375052137,0.648826172,-1.171566717,0.191391539,0.012392254
Glycerophosphoinositol phosphates,2.593025963,0.242684518,0.259324876,-0.5502271,0.021639697,0.715203011,0.345967647,-0.252433236,-0.386700103,-0.913727293,-1.124490061,-0.950267919
Lineolic acids and derivatives.11,2.369618648,0.804675854,-0.714414273,-0.916775609,-0.046115867,0.265645317,-0.322532011,0.230094149,0.909385518,-1.097633971,-0.624767782,-0.857179971
Retinoids.1,-2.112337794,-0.603380541,-0.03942847,-0.557677504,-0.500377879,-0.28013639,-0.3581822,0.953352732,-0.004453186,1.657909113,0.772009852,1.072702268
Indole-3-acetic acid derivatives.1,-0.737064403,1.17355949,-0.132542774,-0.704856603,-0.261211106,-1.465258297,-0.323395527,2.349490715,-0.207975472,0.651255597,-0.486697785,0.144696166
Proline and derivatives,-0.614468099,-0.23496647,1.467209093,-0.413312736,-0.362996958,0.895938622,-1.495935093,1.865908689,0.49105734,-0.981935271,0.003527737,-0.620026853
Fatty acyl glycosides of mono- and disaccharides.2,0.566943737,-0.896364941,-1.156434187,-0.843561272,-1.173940883,0.119567102,-1.121759086,0.719111846,0.826897292,1.263684497,0.162490491,1.533365404
Catechins,-1.509336966,-0.203861668,0.457821581,0.199951334,1.479779583,-0.075998815,1.566321551,-0.7310476,-0.519928824,-1.420094154,-0.202485654,0.958879633
Medium-chain fatty acids.2,-0.468388227,-1.108612676,-0.637433585,-0.958998935,1.587993378,0.332927847,-0.391214114,0.786250641,2.053406726,-0.691343031,-0.257217823,-0.247370201
Heteroaromatic compounds.2,-0.230831004,-0.18757006,-0.633695709,-0.978914565,-0.652976844,-0.802476656,-1.128172026,0.994117153,-0.481697467,1.54762848,0.870997725,1.683590973
Pyridines and derivatives.1,-0.71215148,-0.351343279,-0.764722986,-0.677964312,-0.245495335,0.307876346,0.500223569,0.963543179,0.035077929,1.004437803,1.838329364,-1.897810799
Biotin and derivatives.1,-0.727709782,-0.292036598,-0.658943601,-0.534530065,-0.084710353,0.458678995,0.544988605,0.926268289,0.154117767,0.864920127,-2.237184371,1.586140987
Pyrimidones,2.438946617,-0.525911834,-0.588949426,-0.286007399,-0.877991825,-0.344578779,0.666355105,-0.202952951,-1.23364047,0.379116058,-0.467244606,1.04285951
P-benzoquinones,-0.643347657,-0.097499981,1.100827029,-0.513877351,-0.138874014,-0.699244507,-0.158920501,2.751716495,-0.13784466,-0.202239966,-0.365110525,-0.895584363
Dipeptides.2,-0.658652568,0.963403542,-0.802299685,-0.97381564,-0.554770296,1.07200908,-1.215371413,1.836795586,0.211899308,1.097758657,-0.414613473,-0.562343097
Medium-chain aldehydes,0.247319264,-0.204555913,1.630444586,1.499766487,0.464398469,-0.615503096,0.797323376,-0.832902092,0.253812616,-0.757542357,-1.65693309,-0.82562825
Fatty aldehydes.1,-0.850371588,-0.604983326,0.568987574,0.137345893,0.176416203,1.116245339,-0.424724506,-1.868820523,-0.438438508,0.420287726,2.042985276,-0.27492956
Fatty amides.1,-0.687070986,1.9177898,0.068459495,-0.349802441,0.626622252,0.95866052,-0.922331046,-1.956656788,0.611563947,0.341609264,-0.471796797,-0.13704722
Purine ribonucleoside triphosphates,-1.942103849,-1.140592215,1.058601372,0.506653576,0.78632827,1.231929221,0.110191951,-1.239527962,0.641195299,0.199372112,-0.548771534,0.336723759
Ceramides.13,-0.185664181,0.782734343,-1.546307914,0.824843087,-1.008908932,0.787222092,0.381415171,0.766437209,-0.013467371,-0.882263323,-1.389668608,1.483628428
Fatty acid esters.4,-1.469428546,0.225996493,1.558627841,0.832886337,0.280644776,0.969416121,0.980092597,-0.628011605,-1.657753949,-0.168129763,-0.673780039,-0.250560261
Phosphosphingolipids.6,-0.082681098,2.95670865,-0.593730713,-0.404409868,-0.65977127,-0.319581356,-0.390918281,0.630152417,0.204577309,-0.459503642,-0.382551238,-0.49829091
Phosphosphingolipids.7,1.588746085,1.609988471,-0.318756561,-0.93348139,0.003241013,-0.588496259,-0.650445164,1.274064288,0.56059692,-0.76082117,-1.019973275,-0.764662957
Ceramides.14,-1.713988685,0.622995535,1.587460792,0.103690816,-0.895038537,1.176407943,0.183560167,0.707364253,0.045026826,-0.816259815,-1.292670285,0.291450992
Lineolic acids and derivatives.12,0.365909235,-2.419985531,0.662892146,0.055777174,1.130660308,0.434465404,0.422023691,-0.036340573,-1.475852228,-0.2337396,0.335829784,0.758360191
Phytoceramides.13,-1.539400889,-1.435584899,-0.765528652,0.739312607,0.087208595,1.226673398,1.481459667,-0.168102431,-0.595351196,-0.405822335,1.03164292,0.343493214
Glycosyldiacylglycerols.7,-0.559373377,-0.089434836,2.197297684,1.142726783,0.01514341,0.129382965,-1.188967953,0.389986563,-0.248230684,-0.099932494,-1.700211104,0.011613043
Polyprenylphenols,-1.202679601,-1.155743777,-0.908539265,-0.987268652,0.397113967,1.27737916,1.34193375,1.256728981,-0.30558748,-0.034656685,0.902925331,-0.581605728
Lineolic acids and derivatives.13,-1.195040108,-1.787008462,-0.453529948,-0.929791901,0.239690658,0.411114989,1.325610845,1.422506275,0.903819456,-0.048149972,-0.432308679,0.543086847
Long-chain ceramides.6,-1.657562768,-1.337267006,0.022554953,0.960743128,1.492934507,0.492033516,0.562266223,-0.044680284,-1.216079032,-0.226205954,1.095755845,-0.144493128
Xanthophylls.1,-1.753302199,0.271082099,-1.44800611,-0.564634148,0.627176416,-0.280376237,-0.247199707,1.738219282,0.607508132,-0.088262896,1.223989968,-0.086194599
Quinic acids and derivatives,-0.090825087,1.25813159,1.308229801,0.249163053,-0.861701136,0.226570501,-0.050109287,1.376875918,-0.189436137,-1.563387857,-0.097097822,-1.566413536
Methoxyphenols.2,2.757487301,1.198904146,-0.10690173,-0.475970735,-0.453739941,-0.562930488,-0.530805376,-0.164959628,-0.040110655,-0.579228584,-0.452134974,-0.589609335
Dipeptides.3,-0.874785751,-0.103908448,-0.424812373,-0.820903024,0.168494971,-0.043173512,-0.549700467,2.82165376,0.655048126,-0.685938841,0.216912093,-0.358886535
Serotonins,0.394859376,-1.446733229,-0.05978976,-0.597384652,0.710784435,-0.249090375,-0.560687744,-0.58136253,1.117172588,-0.37017493,-0.66828274,2.31068956
Medium-chain fatty acids.3,-0.962031666,-1.307901064,0.344755487,-0.974057364,-0.013944447,1.180296777,-0.715551523,2.042738735,0.552039507,-0.597462614,0.702367403,-0.251249232
Alkylglucosinolates,-0.509183615,1.806773311,0.946211192,-1.24531073,0.525594405,0.016325199,-1.33146584,1.197032838,0.073783701,0.096571653,-0.406851658,-1.169480456
Carboxylic acids,-1.074715463,-0.366456794,-1.137498205,0.234952435,-0.246819037,-0.290318284,1.395760214,-0.860473243,1.58690498,1.535476454,-0.806827095,0.030014036
Oligosaccharides.4,1.126928269,0.535198913,1.51848365,0.749652492,0.670167915,-0.280037305,0.382754538,-1.045573148,-1.25946449,-1.374278601,-1.148133249,0.124301017
Hydroxyindoles,1.282343925,1.440171969,-1.451650869,0.070075889,-1.176348917,0.493883514,-0.933991958,-1.044778678,1.025995724,-0.411924492,0.122947206,0.583276685
Alkyl-phenylketones.1,-0.501407429,-0.450924853,1.905932878,-1.012581785,1.803518831,-0.298868941,-0.383583979,0.525976623,0.152974166,0.021464302,-1.403025653,-0.35947416
Indoles.1,2.649321908,1.025243632,0.772449219,-0.632935104,-0.709533007,-0.407000959,-0.44178567,-0.348744811,-0.42453792,-0.397085542,-0.642327432,-0.443064314
Pyridines and derivatives.2,0.629813276,2.271196264,1.140607332,0.75191868,-0.274970183,-0.788559614,-0.230624843,-0.747100229,-0.970677453,-0.585940681,-0.230742132,-0.964920418
O-glycosyl compounds,0.508913863,-0.067384084,-0.859517381,-0.878356783,-0.650213213,-1.470408811,-0.574412739,2.077612109,-0.086688683,1.316788397,0.441173536,0.242493788
Purines and purine derivatives,1.503047529,0.592605804,0.788029961,-0.880862353,0.298310193,0.684878178,-0.855121208,1.08000301,0.273891675,-1.592216246,-1.207049095,-0.685517448
Tertiary alcohols,-0.423051113,-0.468734631,-0.417514643,-0.426591203,-0.436455928,-0.361557511,-0.474107916,2.034858036,2.239875531,-0.408365838,-0.484775937,-0.373578847
Secondary alcohols.3,0.14546447,-1.421942815,2.197080701,0.031909891,1.221617416,0.43866008,-0.293070389,0.351891965,-0.663741829,-0.794509722,-0.14498355,-1.068376218
Phytoceramides.14,-0.011801003,-1.895872307,0.978788877,-0.37202315,0.689259254,1.175531597,0.309652804,0.115051005,-0.885673737,-0.747181761,-0.859556557,1.503824979
Ceramides.15,-0.598558351,-0.162723088,0.37504253,0.176126333,-0.183710061,-0.155005166,-0.258553712,2.831132185,-1.389345275,-0.591410261,-0.12795313,0.084957997
Long-chain ceramides.7,-1.827140445,0.391052768,0.312807367,0.648421389,-1.966965537,0.635777455,0.565765767,0.823235206,-0.517457126,0.083591664,-0.310271326,1.161182818
Stigmastanes and derivatives.7,-0.549318899,1.23658169,-0.951694078,-1.137305893,-1.892428296,0.632011404,0.452788934,1.340420538,0.270692594,0.424549416,-0.512672209,0.686374801
Phosphoethanolamines.2,0.811738076,-0.791261006,1.547551254,-0.034526087,2.163183437,-0.203383165,-0.916259791,-0.056482049,-0.343018205,-0.549265168,-0.88636631,-0.741910988
Glycosyldiacylglycerols.8,0.296312103,0.513223707,1.493918318,0.84890253,1.138875213,-0.030089705,0.622701313,-0.455548516,-1.384082251,-0.882892716,-0.459244553,-1.702075443
Secondary alcohols.4,-1.116383263,-0.127626897,-0.473121159,2.27290588,-0.26053166,-0.600456569,-0.544418532,0.026332766,-1.174264313,0.36982595,0.188764048,1.438973748
Tocotrienols,0.865821228,0.332946633,-0.670778566,-0.720524782,-0.333081546,-0.643291379,-0.792067155,0.600317017,2.53758156,0.232628342,-0.997204003,-0.41234735
Pyridinecarboxylic acids,-0.511314232,-0.013579717,-0.751780321,-0.723961637,-0.47246099,-0.784547168,-1.389014766,1.712643687,-0.152983955,0.338826983,1.244852975,1.50331914
Purine nucleosides,-0.755836743,-0.463118907,-0.330917851,-0.515629903,0.281763903,0.42767746,-0.891591141,0.149980151,-0.686882637,-0.168107116,2.872745844,0.079916941
Coumarins and derivatives,-0.913518338,-1.00235944,-0.360023661,-1.007066769,0.161455977,0.481945994,-1.114547924,2.386478232,0.532368308,0.094720743,0.013530527,0.727016353
Dipeptides.4,-0.754368853,0.427194115,-1.304892414,-1.38115595,-0.099311594,-0.693209779,-0.002718619,2.284913603,0.496034024,0.220462079,0.012032228,0.795021161
Fatty alcohols,-0.666133296,0.079628254,-0.344193156,0.21624243,0.054164948,2.896221149,-0.315209443,-1.029466232,-0.172122552,0.372588256,-0.733120297,-0.35860006
Alkanes.1,-1.315905368,-0.515795442,1.294014547,0.227132262,0.031480961,1.44216727,-0.036817378,0.881149921,-1.784014577,0.820349563,-0.42896559,-0.61479617
Resorcinols.2,-1.010005647,0.659188788,-0.314012293,-1.086389623,-1.754282472,0.473579409,-0.885361853,0.413870301,0.620931125,0.291358545,0.993760941,1.597362778
Primary alcohols,-0.629029999,-0.576132614,-0.357100283,-0.496646414,-0.416887151,-0.62867236,-0.69549147,1.71526709,1.572441001,1.654726164,-0.712707886,-0.429766078
Hydroxypyrimidines,-1.772332692,-1.557928484,0.013351739,-0.61656244,0.614136553,-0.217626034,0.149336947,1.432015489,0.367202523,1.330569579,-0.425779918,0.683616738
Tryptamines and derivatives,2.67688165,1.409345968,-0.115295702,-0.411920067,-0.311685498,-0.462417083,-0.665787394,-0.362508344,-0.406670366,-0.427515283,-0.515195738,-0.407232143
Dipeptides.5,-0.747169428,-0.310269924,-0.970581124,-0.863293417,-0.694870447,-0.60732053,-0.515790597,0.65722846,0.720252562,1.754986349,-0.27614233,1.852970426
Histidine and derivatives,-0.906346677,-0.538143703,-0.787866808,-0.983937399,-0.715996043,-0.485640589,-0.738143624,0.603683591,1.355430656,0.105088072,1.63022601,1.461646514
Quinoline carboxylic acids,0.424842477,-1.327780499,0.256798635,-0.773221351,0.085504607,0.026716304,-0.351359845,2.564073321,0.75547985,-0.865462114,-0.238919666,-0.556671719
Purine nucleosides.1,-0.658112795,-0.502972867,0.615024353,0.451390993,0.687080159,0.97115438,-0.090823687,1.635039281,0.496307602,-1.7357223,-0.372654535,-1.495710584
Phosphosphingolipids.8,0.352654189,1.696179215,-2.062838506,-0.235827975,0.9913403,0.692114709,-0.350438679,-0.233439799,0.811466016,-0.363230081,-0.193015268,-1.10496412
Isoflavonoid O-glycosides.1,-1.323526242,-0.049934789,1.176796508,-0.151936001,0.465923835,0.365415574,0.625614964,0.563260984,-0.039244751,0.607437566,-2.516272321,0.276464672
Medium-chain fatty acids.4,-1.37190537,-1.129162189,0.790462174,-1.589342331,0.066479417,0.600371718,-0.241984343,1.567405033,1.03732258,0.143615303,-0.531254191,0.657992199
Phytoceramides.15,-1.008556154,-0.903363826,0.649762613,2.217029988,-0.447943861,0.812203027,0.467010398,0.111403051,-0.981772835,-0.742942926,-0.863499336,0.69066986
Phytoceramides.16,-1.612216703,0.381234204,0.060930287,0.303304619,0.07689008,1.070030553,1.45706892,1.47143165,-0.740722526,-0.536549057,-1.063070254,-0.868331774
Long-chain ceramides.8,-0.150828309,-1.146742581,-1.310356323,1.565003708,-0.436077173,0.419812344,1.412214775,-1.355146346,0.027577358,0.088655092,1.112930874,-0.22704342
Long-chain ceramides.9,-1.436028898,-1.937826055,-0.923788049,0.813096329,-0.521093641,-0.17982364,0.864925836,0.922139152,0.960652987,0.258999257,0.79083309,0.387913632
Secondary alcohols.5,-0.690475972,-0.595796407,-0.512234841,1.249208267,-1.060621621,-0.976563796,0.652783037,-1.301254143,0.966183693,1.361247849,1.142628484,-0.23510455
Long-chain ceramides.10,-1.315949919,-0.528553641,-0.625364631,0.690067946,-0.825700362,-0.516608323,-0.317212464,1.956444428,-0.253772856,-0.624820406,1.208987132,1.152483097
Stigmastanes and derivatives.8,-1.124917362,-0.407994418,-1.215428282,0.406161415,0.154199485,0.795580356,-1.191884216,1.426362559,1.237113566,0.339841274,-1.229396541,0.810362164
Stigmastanes and derivatives.9,1.390849092,1.423389171,-1.2986172,-0.164491447,-1.09804043,1.500426828,-0.473322367,0.456006504,0.259670899,-0.751329225,-0.746210009,-0.498331815
Pyrimidinecarboxylic acids,0.231560444,0.413688397,0.795451606,0.057595062,-0.308764123,-0.549571472,2.60000808,0.106725454,-0.556104072,-0.923674065,-1.114113257,-0.752802054
Phosphoethanolamines.3,1.711527614,0.9763617,-0.249235521,-1.16800408,-0.00658791,0.089812742,-0.120747907,1.37875965,0.20929501,-0.15615382,-1.060487013,-1.604540464
Glycosyl-N-acylsphingosines.4,-1.18912756,-0.352794755,-0.896712789,1.885520684,0.067124537,-0.489724585,-0.366154311,-0.030638066,-1.216731804,0.523121904,0.387158273,1.678958472
Tocotrienols.1,-0.958884093,0.187550474,-0.110191693,-0.521402794,0.057087262,-0.003160527,-1.015689521,2.154036265,-1.477386897,0.747447458,-0.201598908,1.142192973
Tocotrienols.2,-1.151499962,-0.294115664,0.689885433,-1.152963668,2.138851215,-1.218407122,-0.632158536,0.62893275,-0.305436618,0.021752101,0.740327646,0.534832426
Phosphosphingolipids.9,1.88022099,-0.357562323,1.348984718,-0.558116322,0.9844584,0.085433538,-0.777698059,0.768692198,-1.157168521,-0.561938202,-0.761804046,-0.89350237
Fatty acid esters.5,-0.645219393,0.996072638,0.811760865,-0.516332809,-0.628844023,1.905183941,1.026450436,-0.024013878,-0.230340127,-1.172301881,-1.468457835,-0.053957934
Tocotrienols.3,0.285558634,1.267669407,-0.902820626,-0.646701305,-0.479722501,-0.50380467,-0.725760334,0.499874209,-0.221845048,0.08434304,-1.039998938,2.383208132
Glycosyl-N-acylsphingosines.5,1.216830488,1.025374631,0.077124662,-0.595887004,-0.514294608,-0.557304351,-0.512660923,1.127120024,1.717328205,-1.20360917,-0.799284016,-0.980737938
Maleimides,0.372662378,-0.334576762,-0.501369522,-0.576421651,-0.871038361,-0.634433931,-0.508638099,2.60209729,-0.706778473,-0.416078965,0.963934736,0.610641361
Dipeptides.6,0.467878306,2.548863448,0.127391705,-0.382028465,-0.17183178,0.134381677,-0.984818307,0.83573713,0.08129687,-1.0110303,-0.930427827,-0.715412457
Dipeptides.7,2.357147179,0.795292964,0.157683594,9.63E-05,0.850633783,-0.270949164,-0.291955622,-0.823564075,0.186833765,-0.618263799,-0.992397751,-1.35055719
Indoles.2,-0.860794847,-1.48854879,-0.889713533,-1.222289677,0.374104492,0.337107906,-0.368898285,0.134591689,0.918760912,0.585171471,0.503074959,1.977433702
Dipeptides.8,-0.236195606,-1.568946417,1.681350189,0.364996499,1.150853044,-0.040022934,-1.00701614,-0.359850802,0.048114554,-0.609348058,-0.832965227,1.409030898
Dipeptides.9,0.333307184,-0.767345618,1.510757014,-0.699406573,-0.591224795,-1.591363378,-0.998907407,1.540042472,0.649888194,0.150047825,0.833927904,-0.369722822
Pyridoxines,-0.600722978,0.648150619,-1.581604189,-0.422900989,0.726537704,0.701331408,0.041208091,-0.239524819,2.353346427,-0.608649336,-0.638796957,-0.37837498
Hydroxycinnamic acids and derivatives.2,-0.344486288,1.669593967,1.725236365,1.188738872,0.218042259,-0.974093019,-0.698987161,-1.237644114,-0.478833571,-0.21947112,-0.265277526,-0.582818664
Hydroxyindoles.1,-0.879112499,-0.388162545,0.176854937,-0.592208759,-0.182112224,-0.230725022,-0.470104025,-0.108172899,0.05053688,3.038731276,-0.369984316,-0.045540805
Medium-chain fatty acids.5,2.668964682,1.119302876,0.516324217,-0.182626869,-0.153816301,-0.521020766,-0.561246762,-0.56594478,-0.766279058,-0.520972414,-0.487908379,-0.544776446
Phosphosphingolipids.10,-1.135210472,-0.266365924,2.734797258,0.310198416,-0.068517459,0.346953108,0.065185513,-0.275138192,-0.972710266,-0.225126513,0.34753618,-0.861601648
Tocotrienols.4,-0.525129869,2.544632568,0.472194754,0.130735584,0.576983002,0.715352048,-1.055893581,-0.609142966,-0.021287814,-0.862288444,-0.658227771,-0.707927511
